elapsed_sec,detected_targets,verified_targets,total_deposits,total_skipped,overall_saving_pct,active_cells,mean_active_staleness_sec,max_active_staleness_sec,max_pheromone
210.0,3,2,1836,28125,93.87,567,1.838,5.136,52.76
212.0,3,2,1904,29510,93.94,558,2.126,5.813,40.9
214.0,3,2,1904,29510,93.94,577,1.609,5.016,60.16
216.0,3,2,1904,29510,93.94,567,1.88,4.971,50.34
218.0,3,2,1904,29510,93.94,563,2.287,5.812,42.12
220.0,3,2,1904,29510,93.94,577,1.611,4.512,60.5
222.0,3,2,1971,30943,94.01,564,2.054,5.171,48.07
224.0,3,2,1971,30943,94.01,563,2.102,5.809,50.44
226.0,3,2,1971,30943,94.01,579,1.925,135.501,68.21
228.0,3,2,1971,30943,94.01,573,2.266,137.501,48.24
230.0,3,2,1971,30943,94.01,569,1.994,139.501,47.42
232.0,3,2,2046,32368,94.05,586,1.947,141.501,68.86
234.0,3,2,2046,32368,94.05,576,1.992,5.111,48.53
236.0,3,2,2046,32368,94.05,568,1.982,6.615,46.99
238.0,3,2,2046,32368,94.05,583,1.647,8.615,68.54
240.0,3,2,2046,32368,94.05,575,1.995,10.615,48.12
242.0,3,2,2120,33794,94.1,568,2.006,5.749,53.91
244.0,3,2,2120,33794,94.1,583,1.491,4.873,68.27
246.0,3,2,2120,33794,94.1,573,1.792,5.015,47.96
248.0,3,2,2120,33794,94.1,568,2.061,5.732,46.23
250.0,3,2,2120,33794,94.1,589,1.583,5.033,64.84
252.0,3,2,2195,35218,94.13,581,1.928,161.501,51.5
254.0,3,2,2195,35218,94.13,577,2.655,163.501,43.34
256.0,3,2,2195,35218,94.13,595,1.822,165.501,63.63
258.0,3,2,2195,35218,94.13,580,2.223,167.501,48.71
260.0,3,2,2195,35218,94.13,575,2.475,169.501,48.39
262.0,3,2,2270,36642,94.17,586,1.493,5.243,63.41
264.0,3,2,2270,36642,94.17,574,2.031,8.009,55.19
266.0,3,2,2270,36642,94.17,566,2.295,7.669,54.09
268.0,3,2,2270,36642,94.17,582,1.626,9.669,62.47
270.0,3,2,2270,36642,94.17,571,2.172,179.501,54.32
272.0,3,2,2344,38066,94.2,570,2.51,181.501,54.47
274.0,3,2,2344,38066,94.2,593,1.732,183.501,61.87
276.0,3,2,2344,38066,94.2,581,2.236,185.501,56.84
278.0,3,2,2344,38066,94.2,581,2.499,187.501,53.42
280.0,3,2,2344,38066,94.2,594,1.866,189.501,61.27
282.0,3,2,2424,39486,94.22,582,1.877,8.1,55.98
284.0,3,2,2424,39486,94.22,578,1.861,5.695,51.93
286.0,3,2,2424,39486,94.22,594,1.576,6.2,60.37
288.0,3,2,2424,39486,94.22,584,1.814,8.2,56.08
290.0,3,2,2424,39486,94.22,578,1.775,10.2,50.52
292.0,3,2,2505,40902,94.23,597,1.363,8.8,62.09
294.0,3,2,2505,40902,94.23,578,2.019,6.04,56.51
296.0,3,2,2505,40902,94.23,571,1.873,5.233,50.09
298.0,3,2,2505,40902,94.23,588,1.282,4.811,62.43
300.0,3,2,2505,40902,94.23,582,1.717,5.174,55.51
302.0,3,2,2578,42329,94.26,580,1.873,18.8,58.56
304.0,3,2,2578,42329,94.26,599,1.401,20.8,64.17
306.0,3,2,2578,42329,94.26,579,1.919,22.8,55.53
308.0,3,2,2578,42329,94.26,575,1.994,24.8,48.9
310.0,3,2,2578,42329,94.26,590,1.387,5.047,66.32
312.0,3,2,2647,43760,94.3,574,1.889,4.887,59.86
314.0,3,2,2647,43760,94.3,571,2.055,5.143,48.08
316.0,3,2,2647,43760,94.3,590,1.269,5.223,69.32
318.0,3,2,2647,43760,94.3,572,1.996,6.406,65.81
320.0,3,2,2647,43760,94.3,570,2.081,8.406,46.72
322.0,3,2,2718,45189,94.33,585,1.377,38.8,65.93
324.0,3,2,2718,45189,94.33,572,1.96,40.8,63.88
326.0,3,2,2718,45189,94.33,573,2.381,42.8,44.78
328.0,3,2,2718,45189,94.33,591,1.432,44.8,69.04
330.0,3,2,2718,45189,94.33,576,1.972,46.8,63.72
332.0,3,2,2796,46611,94.34,572,2.275,48.8,44.71
334.0,3,2,2796,46611,94.34,590,1.505,50.8,69.94
336.0,3,2,2796,46611,94.34,578,1.812,5.321,61.97
338.0,3,2,2796,46611,94.34,576,1.915,5.281,43.32
340.0,3,2,2796,46611,94.34,592,1.383,4.843,69.87
342.0,3,2,2869,48036,94.36,580,1.892,5.518,58.9
344.0,3,2,2869,48036,94.36,579,1.884,5.013,57.79
346.0,3,2,2869,48036,94.36,592,1.545,4.974,63.52
348.0,3,2,2869,48036,94.36,582,1.58,5.115,55.8
350.0,3,2,2869,48036,94.36,574,2.27,66.8,39.29
352.0,3,2,2945,49460,94.38,591,1.739,68.8,63.41
354.0,3,2,2945,49460,94.38,577,1.717,70.8,55.58
356.0,3,2,2945,49460,94.38,573,2.138,72.8,55.54
358.0,3,2,2945,49460,94.38,590,1.833,74.8,66.5
360.0,3,2,2945,49460,94.38,579,1.644,76.8,56.99
362.0,3,2,3016,50889,94.4,581,2.144,78.8,45.73
364.0,3,2,3016,50889,94.4,592,1.883,80.8,66.47
366.0,3,2,3016,50889,94.4,585,1.992,82.8,57.22
368.0,3,2,3016,50889,94.4,581,2.382,84.8,44.75
370.0,3,2,3016,50889,94.4,597,1.655,86.8,78.26
372.0,3,2,3093,52311,94.42,576,2.1,88.8,55.91
374.0,3,2,3093,52311,94.42,574,1.93,8.51,50.38
376.0,3,2,3093,52311,94.42,583,1.58,92.8,78.77
378.0,3,2,3093,52311,94.42,577,1.987,94.8,55.29
380.0,3,2,3093,52311,94.42,579,2.443,96.8,49.62
382.0,3,2,3169,53735,94.43,594,1.577,98.8,78.74
384.0,3,2,3169,53735,94.43,580,2.085,100.8,55.24
386.0,3,2,3169,53735,94.43,574,2.145,102.8,52.43
388.0,3,2,3169,53735,94.43,586,1.784,104.8,76.52
390.0,3,2,3169,53735,94.43,572,1.699,5.135,53.66
392.0,3,2,3237,55166,94.46,573,2.075,108.8,50.94
394.0,3,2,3237,55166,94.46,589,1.625,110.8,73.86
396.0,3,2,3237,55166,94.46,581,2.186,112.8,51.92
398.0,3,2,3237,55166,94.46,579,1.928,114.8,61.65
400.0,3,2,3237,55166,94.46,589,1.661,116.8,73.5
402.0,3,2,3318,56585,94.46,579,2.128,118.8,51.58
404.0,3,2,3318,56585,94.46,571,2.167,120.8,49.62
406.0,3,2,3318,56585,94.46,586,1.324,5.035,72.9
408.0,3,2,3318,56585,94.46,574,1.723,5.355,51.18
410.0,3,2,3318,56585,94.46,573,2.034,4.93,49.05
412.0,3,2,3389,58012,94.48,603,1.308,4.91,72.09
414.0,3,2,3389,58012,94.48,588,1.69,5.303,50.72
416.0,3,2,3389,58012,94.48,582,2.103,4.917,47.95
418.0,3,2,3389,58012,94.48,597,1.553,6.018,71.28
420.0,3,2,3389,58012,94.48,579,1.83,8.018,50.89
422.0,3,2,3467,59434,94.49,575,2.477,10.018,46.65
424.0,3,2,3467,59434,94.49,598,1.342,5.32,69.55
426.0,3,2,3467,59434,94.49,582,1.847,4.619,51.83
428.0,3,2,3467,59434,94.49,582,2.229,5.36,51.98
430.0,3,2,3467,59434,94.49,593,1.34,6.518,68.92
432.0,3,2,3545,60855,94.5,580,2.237,148.8,52.93
434.0,3,2,3545,60855,94.5,571,2.424,150.8,58.89
436.0,3,2,3545,60855,94.5,590,1.384,152.8,72.18
438.0,3,2,3545,60855,94.5,579,1.792,154.8,63.25
440.0,3,2,3545,60855,94.5,569,2.105,5.302,58.15
442.0,3,2,3617,62281,94.51,588,1.158,5.429,71.21
444.0,3,2,3617,62281,94.51,576,1.514,5.091,63.34
446.0,3,2,3617,62281,94.51,572,1.872,162.8,57.48
448.0,3,2,3617,62281,94.51,596,1.324,164.8,71.26
450.0,3,2,3617,62281,94.51,579,2.007,166.8,64.2
452.0,3,2,3688,63710,94.53,572,2.017,168.8,56.34
454.0,3,2,3688,63710,94.53,590,1.409,170.8,70.03
456.0,3,2,3688,63710,94.53,581,2.06,172.8,61.93
458.0,3,2,3688,63710,94.53,569,2.131,174.8,55.56
460.0,3,2,3688,63710,94.53,591,1.106,5.505,70.17
462.0,3,2,3763,65135,94.54,577,1.938,178.8,62.41
464.0,3,2,3763,65135,94.54,571,2.077,180.8,54.03
466.0,3,2,3763,65135,94.54,598,1.363,182.8,69.01
468.0,3,2,3763,65135,94.54,583,1.818,184.8,61.35
470.0,3,2,3763,65135,94.54,585,2.081,186.8,53.95
472.0,3,2,3840,66558,94.55,606,1.503,188.8,69.54
474.0,3,2,3840,66558,94.55,590,2.146,190.8,61.07
476.0,3,2,3840,66558,94.55,582,2.357,192.8,52.03
478.0,3,2,3840,66558,94.55,599,1.425,194.8,68.72
480.0,3,2,3840,66558,94.55,586,2.369,196.8,59.43
482.0,3,2,3908,67989,94.56,572,2.028,5.379,50.09
484.0,3,2,3908,67989,94.56,591,0.872,5.199,70.51
486.0,3,2,3908,67989,94.56,580,1.858,4.88,64.05
488.0,3,2,3908,67989,94.56,575,2.161,5.339,50.15
490.0,3,2,3908,67989,94.56,595,1.066,4.737,69.51
492.0,3,2,3978,69419,94.58,581,1.827,4.899,66.21
494.0,3,2,3978,69419,94.58,568,1.935,5.139,46.58
496.0,3,2,3978,69419,94.58,594,1.174,4.879,74.13
498.0,3,2,3978,69419,94.58,584,1.609,5.011,67.74
500.0,3,2,3978,69419,94.58,577,1.824,5.252,47.55
502.0,3,2,4050,70845,94.59,596,1.115,4.676,75.11
504.0,3,2,4050,70845,94.59,582,1.827,5.21,64.99
506.0,3,2,4050,70845,94.59,572,1.832,12.377,45.85
508.0,3,2,4050,70845,94.59,595,1.303,14.377,76.25
510.0,3,2,4050,70845,94.59,582,1.663,16.377,65.98
512.0,3,2,4125,72270,94.6,576,2.098,18.377,57.3
514.0,3,2,4125,72270,94.6,595,1.205,20.377,76.89
516.0,3,2,4125,72270,94.6,582,1.474,22.377,64.95
518.0,3,2,4125,72270,94.6,573,2.062,24.377,45.68
520.0,3,2,4125,72270,94.6,601,1.309,26.377,76.55
522.0,3,2,4196,73699,94.61,587,1.343,28.376,64.48
524.0,3,2,4196,73699,94.61,583,2.055,4.788,47.19
526.0,3,2,4196,73699,94.61,602,1.354,5.145,76.19
528.0,3,2,4196,73699,94.61,596,1.578,4.968,64.15
530.0,3,2,4196,73699,94.61,588,2.004,5.108,45.28
532.0,3,2,4275,75120,94.62,603,1.273,6.765,75.75
534.0,3,2,4275,75120,94.62,583,1.78,8.765,63.55
536.0,3,2,4275,75120,94.62,573,2.109,9.705,44.7
538.0,3,2,4275,75120,94.62,593,1.02,10.103,75.09
540.0,3,2,4275,75120,94.62,591,1.713,46.377,61.65
542.0,3,2,4356,76536,94.62,581,2.103,48.377,47.75
544.0,3,2,4356,76536,94.62,598,1.311,6.904,79.59
